1,-1,452,210,28.326,64.279,86.48,3.5305,11.764,0.65169
1,-1,284,155,62.22,141.19,80.904,-0.049801,7.58,0.74216
1,-1,220,185,40,90.769,66.209,-1.7093,10.825,0.63219
1,-1,303,164,62.22,141.19,16.766,0.20901,6.5945,0.77336
2,-1,283,150,74.286,168.57,90.856,0.025435,5.5538,0.79676
2,-1,449,205,30.847,69.999,81.752,3.4248,11.442,0.64887
2,-1,220,185,40,90.769,64.853,-1.6706,10.702,0.62526
3,-1,291,158,68.041,154.4,91.403,0.082522,6.0683,0.77829
3,-1,452,210,28.326,64.279,84.868,3.5621,11.87,0.63135
3,-1,214,183,43.854,99.515,62.451,-1.5504,9.3852,0.66191
3,-1,443,214,28.326,64.279,10.968,3.0134,10.697,0.66244
3,-1,270,168,68.041,154.4,7.1808,-0.15164,5.35,0.79824
4,-1,294,150,74.286,168.57,94.806,0.15483,5.696,0.79141
4,-1,449,205,30.847,69.999,81.555,3.5766,11.99,0.62871
4,-1,214,183,43.854,99.515,69.077,-1.565,9.5492,0.6581
4,-1,284,212,62.22,141.19,17.249,-0.020538,4.0224,0.84117
4,-1,440,210,30.847,69.999,15.34,2.9773,10.7,0.66298
5,-1,294,150,74.286,168.57,84.799,0.1521,5.9119,0.80066
5,-1,452,214,28.326,64.279,73.979,3.5011,11.719,0.66936
5,-1,214,183,43.854,99.515,60.115,-1.6665,10.113,0.66924
5,-1,443,210,28.326,64.279,25.218,3.6778,13.105,0.63267
6,-1,447,214,28.326,64.279,85.682,3.521,12.333,0.69024
6,-1,290,135,86.667,196.67,81.547,0.13676,5.2614,0.83553
6,-1,214,183,43.854,99.515,67.661,-1.7813,10.648,0.68547
6,-1,317,148,86.667,196.67,16.913,0.36137,4.6162,0.85345
7,-1,303,135,86.667,196.67,87.286,0.2664,5.3351,0.83003
7,-1,451,217,26,59,87.135,3.9392,13.645,0.64861
7,-1,211,178,47.893,108.68,58.605,-1.6707,9.9124,0.69588
7,-1,277,148,86.667,196.67,19.302,-0.010668,4.6661,0.8448
8,-1,451,221,26,59,109.2,3.5614,12.393,0.67054
8,-1,303,135,86.667,196.67,80.609,0.26951,5.3726,0.82707
8,-1,211,186,47.893,108.68,51.168,-1.4581,8.6794,0.72556
8,-1,277,148,86.667,196.67,4.2631,-0.0076445,4.6992,0.8424
8,-1,387,217,26,59,2.6036,2.1447,13.634,0.62596
9,-1,451,221,26,59,88.791,3.6075,12.691,0.66762
9,-1,303,135,86.667,196.67,80.293,0.25741,5.482,0.82275
9,-1,206,177,52,118,40.794,-1.5347,8.7397,0.72443
9,-1,330,148,86.667,196.67,40.666,0.46947,4.8157,0.84154
10,-1,316,133,94.545,214.55,82.265,0.36087,4.8868,0.85939
10,-1,452,214,28.326,64.279,74.795,3.9166,13.788,0.69193
10,-1,214,177,52,118,52.154,-1.4915,9.2239,0.74468
10,-1,287,147,94.545,214.55,27.773,0.079237,4.3167,0.86962
10,-1,443,219,28.326,64.279,24.874,3.262,12.296,0.71944
10,-1,486,201,52,118,10.377,2.4202,6.5404,0.8412
11,-1,452,219,28.326,64.279,77.439,3.3948,12.25,0.6747
11,-1,316,130,104,236,75.776,0.31788,4.2358,0.85842
11,-1,214,177,52,118,55.995,-1.5198,9.2197,0.70791
11,-1,494,201,52,118,13.87,2.4842,6.5695,0.8172
11,-1,460,214,28.326,64.279,13.265,4.0604,13.713,0.64218
12,-1,332,130,104,236,81.112,0.42289,4.3113,0.84537
12,-1,454,214,30.847,69.999,65.893,3.3269,11.96,0.65169
12,-1,214,185,52,118,47.114,-1.3746,8.2098,0.71198
12,-1,290,139,112.01,254.17,3.6126,0.09538,3.5904,0.86305
13,-1,456,219,28.326,64.279,107.52,3.3518,12.294,0.61576
13,-1,332,130,104,236,82.005,0.39754,4.3659,0.83364
13,-1,214,185,52,118,40.658,-1.4161,8.2407,0.6898
13,-1,364,146,104,236,8.1627,0.57032,3.9087,0.85014
13,-1,498,202,56.877,129.07,2.0838,2.138,5.8283,0.80716
14,-1,456,219,28.326,64.279,94.695,3.2545,12.053,0.61157
14,-1,348,114,104,236,91.95,0.59437,4.9583,0.8123
14,-1,214,185,52,118,36.49,-1.3914,8.1251,0.68894
14,-1,329,211,80,181.54,10.804,0.22251,3.7086,0.84869
15,-1,459,214,30.847,69.999,97.817,3.3969,12.38,0.60722
15,-1,342,105,112.01,254.17,70.996,0.52447,4.775,0.82136
15,-1,214,185,52,118,39.903,-1.4613,8.4937,0.68134
15,-1,449,219,30.847,69.999,32.506,2.8289,11.151,0.64073
15,-1,303,205,26,59,3.1432,-0.67588,23.767,0.19936
16,-1,460,219,28.326,64.279,109.84,3.361,12.42,0.57429
16,-1,359,105,112.01,254.17,74.526,0.63715,4.7978,0.81037
16,-1,217,176,56.877,129.07,42.14,-1.3319,8.164,0.67333
17,-1,460,219,28.326,64.279,80.474,3.2326,12.139,0.57962
17,-1,359,105,112.01,254.17,61.334,0.62166,4.8274,0.80503
17,-1,208,176,56.877,129.07,55.423,-1.4545,8.0939,0.6679
17,-1,375,220,94.545,214.55,11.001,0.39335,3.2205,0.85845
18,-1,364,98,125.53,284.85,64.168,0.56043,4.2231,0.82948
18,-1,208,174,62.22,141.19,50.769,-1.2569,7.1606,0.709
18,-1,402,118,125.53,284.85,40.462,0.7183,3.8047,0.84546
18,-1,515,202,56.877,129.07,9.2374,2.1999,6.0932,0.78556
19,-1,402,118,125.53,284.85,53.079,0.71495,3.8553,0.84351
19,-1,208,174,62.22,141.19,51.149,-1.2534,7.1759,0.70714
19,-1,515,202,56.877,129.07,7.4868,2.1803,6.1197,0.78477
20,-1,418,205,94.545,214.55,56.555,0.63553,3.6114,0.84982
20,-1,207,168,68.041,154.4,48.828,-1.1221,6.6441,0.72671
20,-1,401,198,36.769,83.436,37.376,1.8626,12.285,0.5691
20,-1,447,118,94.545,214.55,34.126,1.6019,6.1024,0.77621
20,-1,524,202,56.877,129.07,2.5381,2.2633,6.1494,0.78216
21,-1,433,205,94.545,214.55,49.802,0.69965,3.6981,0.8499
21,-1,207,168,68.041,154.4,47.05,-1.1436,6.7499,0.72894
21,-1,422,60,125.53,284.85,37.849,1.3027,5.6175,0.7935
21,-1,513,193,62.22,141.19,16.522,2.0839,6.0694,0.78736
