1,-1,198,203,62.22,141.19,42.848,-1,-1,-1
1,-1,140,272,36.769,83.436,41.154,-1,-1,-1
1,-1,396,178,104,236,35.498,-1,-1,-1
1,-1,160,252,47.893,108.68,34.648,-1,-1,-1
1,-1,54,264,74.286,168.57,23.007,-1,-1,-1
1,-1,166,201,52,118,15.845,-1,-1,-1
1,-1,277,188,86.667,196.67,15.655,-1,-1,-1
2,-1,198,203,62.22,141.19,55.025,-1,-1,-1
2,-1,134,196,74.286,168.57,45.498,-1,-1,-1
2,-1,412,178,104,236,38.049,-1,-1,-1
2,-1,48,174,112.01,254.17,34.822,-1,-1,-1
2,-1,275,222,62.22,141.19,29.457,-1,-1,-1
2,-1,157,184,74.286,168.57,0.086108,-1,-1,-1
3,-1,152,272,40,90.769,46.466,-1,-1,-1
3,-1,255,198,80,181.54,44.237,-1,-1,-1
3,-1,428,178,104,236,42.217,-1,-1,-1
3,-1,175,252,47.893,108.68,32.099,-1,-1,-1
3,-1,62,321,52,118,17.375,-1,-1,-1
3,-1,208,202,56.877,129.07,13.465,-1,-1,-1
3,-1,134,167,40,90.769,12.379,-1,-1,-1
3,-1,174,201,52,118,6.7745,-1,-1,-1
4,-1,250,188,86.667,196.67,51.231,-1,-1,-1
4,-1,146,196,74.286,168.57,48.567,-1,-1,-1
4,-1,428,178,104,236,40.005,-1,-1,-1
4,-1,53,156,125.53,284.85,27.227,-1,-1,-1
5,-1,157,196,74.286,168.57,45.902,-1,-1,-1
5,-1,486,297,52,118,45.846,-1,-1,-1
5,-1,263,274,47.893,108.68,42.095,-1,-1,-1
5,-1,214,253,40,90.769,25.063,-1,-1,-1
5,-1,146,167,40,90.769,17.37,-1,-1,-1
5,-1,94,249,52,118,16.452,-1,-1,-1
5,-1,70,321,52,118,14.368,-1,-1,-1
5,-1,454,219,74.286,168.57,13.63,-1,-1,-1
6,-1,494,297,52,118,52.873,-1,-1,-1
6,-1,237,188,86.667,196.67,52.132,-1,-1,-1
6,-1,165,265,40,90.769,43.087,-1,-1,-1
6,-1,182,245,47.893,108.68,30.224,-1,-1,-1
6,-1,454,207,74.286,168.57,25.23,-1,-1,-1
6,-1,208,203,62.22,141.19,20.04,-1,-1,-1
6,-1,90,188,86.667,196.67,19.08,-1,-1,-1
7,-1,237,188,86.667,196.67,79.597,-1,-1,-1
7,-1,460,178,104,236,49.101,-1,-1,-1
7,-1,189,253,40,90.769,32.108,-1,-1,-1
7,-1,210,175,86.667,196.67,31.131,-1,-1,-1
7,-1,98,176,94.545,214.55,11.533,-1,-1,-1
7,-1,171,265,40,90.769,7.6493,-1,-1,-1
8,-1,460,178,104,236,82.633,-1,-1,-1
8,-1,237,196,74.286,168.57,75.878,-1,-1,-1
8,-1,212,276,30.847,69.999,30.957,-1,-1,-1
8,-1,143,242,86.667,196.67,8.0004,-1,-1,-1
9,-1,460,178,104,236,81.899,-1,-1,-1
9,-1,218,186,80,181.54,64.424,-1,-1,-1
9,-1,151,174,112.01,254.17,46.273,-1,-1,-1
9,-1,117,175,86.667,196.67,21.895,-1,-1,-1
9,-1,243,198,80,181.54,16.946,-1,-1,-1
10,-1,476,178,104,236,84.115,-1,-1,-1
10,-1,215,176,94.545,214.55,73.66,-1,-1,-1
10,-1,134,174,112.01,254.17,48.67,-1,-1,-1
11,-1,476,178,104,236,106.7,-1,-1,-1
11,-1,215,176,94.545,214.55,78.694,-1,-1,-1
11,-1,151,174,112.01,254.17,49.228,-1,-1,-1
12,-1,476,178,104,236,116.06,-1,-1,-1
12,-1,210,175,86.667,196.67,64.521,-1,-1,-1
12,-1,151,174,112.01,254.17,58.1,-1,-1,-1
12,-1,263,274,47.893,108.68,39.725,-1,-1,-1
13,-1,492,178,104,236,117.88,-1,-1,-1
13,-1,150,156,125.53,284.85,61.457,-1,-1,-1
13,-1,243,211,80,181.54,33.604,-1,-1,-1
14,-1,492,178,104,236,107,-1,-1,-1
14,-1,151,174,112.01,254.17,51.505,-1,-1,-1
14,-1,243,211,80,181.54,12.864,-1,-1,-1
15,-1,492,178,104,236,75.63,-1,-1,-1
15,-1,169,156,112.01,254.17,41.273,-1,-1,-1
15,-1,220,146,104,236,5.4759,-1,-1,-1
16,-1,508,178,104,236,61.924,-1,-1,-1
16,-1,170,156,125.53,284.85,42.483,-1,-1,-1
16,-1,275,203,62.22,141.19,14.04,-1,-1,-1
17,-1,170,156,125.53,284.85,65.242,-1,-1,-1
17,-1,508,178,104,236,33.682,-1,-1,-1
17,-1,288,210,43.854,99.515,24.417,-1,-1,-1
17,-1,293,260,36.769,83.436,18.921,-1,-1,-1
18,-1,284,203,62.22,141.19,55.232,-1,-1,-1
18,-1,546,207,74.286,168.57,21.624,-1,-1,-1
18,-1,171,284,40,90.769,18.591,-1,-1,-1
18,-1,182,321,52,118,3.2017,-1,-1,-1
19,-1,284,203,62.22,141.19,58.995,-1,-1,-1
19,-1,167,278,43.854,99.515,34.93,-1,-1,-1
19,-1,540,178,104,236,23.591,-1,-1,-1
19,-1,185,220,94.545,214.55,9.9979,-1,-1,-1
20,-1,157,175,86.667,196.67,40.963,-1,-1,-1
20,-1,284,203,62.22,141.19,40.601,-1,-1,-1
20,-1,204,178,104,236,14.842,-1,-1,-1
20,-1,186,283,68.041,154.4,9.2515,-1,-1,-1
21,-1,296,211,56.877,129.07,58.28,-1,-1,-1
21,-1,143,188,86.667,196.67,54.065,-1,-1,-1
21,-1,203,174,112.01,254.17,13.892,-1,-1,-1
