1,-1,500,143,37.006,83.974,24.256,-1,-1,-1
1,-1,509,223,28.309,64.24,11.085,-1,-1,-1
1,-1,392,160,85.618,194.29,9.5812,-1,-1,-1
2,-1,495,142,48.192,109.36,18.169,-1,-1,-1
3,-1,501,143,61.675,139.95,22.813,-1,-1,-1
3,-1,431,160,85.618,194.29,5.2189,-1,-1,-1
4,-1,504,150,80.327,182.28,38.32,-1,-1,-1
4,-1,430,174,80.327,182.28,6.1388,-1,-1,-1
5,-1,444,160,85.618,194.29,42.516,-1,-1,-1
5,-1,545,143,37.006,83.974,16.907,-1,-1,-1
6,-1,453,135,95.931,217.69,40.761,-1,-1,-1
6,-1,523,134,85.618,194.29,29.843,-1,-1,-1
6,-1,238,144,28.309,64.24,8.3964,-1,-1,-1
7,-1,553,142,57.241,129.89,35.014,-1,-1,-1
7,-1,468,135,95.931,217.69,26.591,-1,-1,-1
8,-1,483,135,95.931,217.69,34.473,-1,-1,-1
8,-1,557,143,61.675,139.95,19.464,-1,-1,-1
9,-1,244,235,33.859,76.834,32.186,-1,-1,-1
9,-1,586,143,40.16,91.133,24.154,-1,-1,-1
9,-1,498,135,95.931,217.69,22.637,-1,-1,-1
9,-1,604,231,28.309,64.24,2.8168,-1,-1,-1
10,-1,539,149,37.006,83.974,31.5,-1,-1,-1
10,-1,557,135,95.931,217.69,26.393,-1,-1,-1
10,-1,240,209,43.715,99.2,17.565,-1,-1,-1
10,-1,538,229,61.675,139.95,5.0182,-1,-1,-1
11,-1,523,160,85.618,194.29,40.425,-1,-1,-1
11,-1,234,145,66.852,151.7,17.792,-1,-1,-1
11,-1,604,149,40.16,91.133,4.4808,-1,-1,-1
12,-1,536,160,85.618,194.29,37.902,-1,-1,-1
12,-1,248,194,52.328,118.74,20.013,-1,-1,-1
12,-1,586,150,95.931,217.69,15.696,-1,-1,-1
13,-1,256,194,52.328,118.74,27.806,-1,-1,-1
13,-1,563,160,85.618,194.29,24.927,-1,-1,-1
13,-1,648,166,28.309,64.24,10.087,-1,-1,-1
14,-1,571,150,95.931,217.69,42.415,-1,-1,-1
14,-1,635,155,66.852,151.7,7.1257,-1,-1,-1
14,-1,255,147,72.967,165.58,6.5728,-1,-1,-1
15,-1,586,150,95.931,217.69,42.248,-1,-1,-1
15,-1,640,150,80.327,182.28,21.614,-1,-1,-1
15,-1,660,282,33.859,76.834,7.701,-1,-1,-1
16,-1,586,150,95.931,217.69,48.526,-1,-1,-1
16,-1,630,135,95.931,217.69,44.031,-1,-1,-1
16,-1,660,150,95.931,217.69,3.4935,-1,-1,-1
17,-1,601,150,95.931,217.69,50.935,-1,-1,-1
17,-1,660,135,95.931,217.69,41.137,-1,-1,-1
17,-1,232,125,80.327,182.28,17.529,-1,-1,-1
18,-1,675,135,95.931,217.69,34.728,-1,-1,-1
18,-1,627,174,80.327,182.28,25.231,-1,-1,-1
18,-1,248,210,52.328,118.74,10.667,-1,-1,-1
19,-1,504,144,28.309,64.24,40.621,-1,-1,-1
19,-1,642,160,85.618,194.29,38.707,-1,-1,-1
19,-1,689,135,95.931,217.69,30.175,-1,-1,-1
19,-1,243,149,28.309,64.24,14.132,-1,-1,-1
20,-1,509,144,28.309,64.24,57.696,-1,-1,-1
20,-1,645,135,95.931,217.69,49.592,-1,-1,-1
20,-1,1115,160,85.618,194.29,22.124,-1,-1,-1
20,-1,376,202,52.328,118.74,17.285,-1,-1,-1
20,-1,707,134,85.618,194.29,16.203,-1,-1,-1
20,-1,274,230,43.715,99.2,12.927,-1,-1,-1
20,-1,241,143,30.837,69.977,12.875,-1,-1,-1
21,-1,509,140,28.309,64.24,53.934,-1,-1,-1
21,-1,1076,160,85.618,194.29,30.585,-1,-1,-1
21,-1,660,150,95.931,217.69,28.176,-1,-1,-1
21,-1,719,135,95.931,217.69,18.435,-1,-1,-1
21,-1,500,144,28.309,64.24,11.449,-1,-1,-1
21,-1,260,134,85.618,194.29,10.279,-1,-1,-1
22,-1,1037,160,85.618,194.29,34.719,-1,-1,-1
22,-1,511,143,30.837,69.977,23.239,-1,-1,-1
22,-1,526,31,28.309,64.24,0.90044,-1,-1,-1
23,-1,1010,173,85.618,194.29,40.139,-1,-1,-1
23,-1,517,140,28.309,64.24,30.92,-1,-1,-1
23,-1,707,217,66.852,151.7,21.418,-1,-1,-1
